"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-08","53","53","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-09","53","54","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-10","50","52","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-11","48","55","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-12","51","62","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-13","55","66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-14","53","59","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-15","51","54","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-16","50","58","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-17","48","54","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-18","51","60","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-19","49","54","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-20","51","63","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-21","54","70","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-22","52","66","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-23","54","69","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-24","57","71","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-25","49","58","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-26","52","55","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-27","53","58","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-02-28","51","54","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-01","52","60","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-02","51","54","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-03","51","54","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-04","54","59","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-05","56","63","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-06","53","58","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-07","51","59","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-08","58","70","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-09","61","72","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-10","54","60","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-11","57","65","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-12","60","69","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-13","58","73","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-14","53","63","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-15","63","75","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-16","59","77","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-17","50","59","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-18","56","66","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-19","58","70","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-20","54","68","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-21","50","63","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-22","51","65","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-23","52","65","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-24","58","72","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-25","50","57","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-26","50","55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-27","53","60","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-28","54","63","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-29","50","56","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-30","49","58","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-03-31","46","51","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-01","44","51","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-02","47","54","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-03","49","58","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-04","48","51","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-05","50","55","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-06","59","71","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-07","66","77","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-08","66","78","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-09","53","68","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-10","56","75","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-11","52","63","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-12","51","60","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-13","53","70","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-14","53","69","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-15","52","59","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-16","55","71","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-17","51","56","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-18","49","55","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-19","50","56","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-20","57","74","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-21","54","66","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-22","48","53","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-23","50","55","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-24","53","60","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-25","48","51","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-26","48","53","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-27","50","55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-28","54","64","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-29","69","79","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-04-30","74","86","62"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-01","72","87","61"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-02","61","75","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-03","52","57","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-04","54","61","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-05","52","58","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-06","50","58","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-07","49","55","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-08","53","57","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-09","51","55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-10","49","56","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-11","57","65","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-12","68","78","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-13","74","87","64"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-14","75","88","66"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-15","68","78","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-16","54","63","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-17","52","56","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-18","53","58","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-19","53","58","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-20","54","65","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-21","54","66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-22","54","67","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-23","55","65","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-24","53","59","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-25","56","70","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-26","56","65","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-27","51","57","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-28","53","60","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-29","60","76","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-30","49","56","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-05-31","55","70","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-01","57","77","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-02","49","53","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-03","53","64","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-04","58","74","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-05","61","75","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-06","56","72","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-07","59","74","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-08","75","94","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-09","72","94","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-10","57","73","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-11","55","61","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-12","52","60","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-13","56","68","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-14","60","81","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-15","52","60","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-16","51","56","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-17","58","69","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-18","67","82","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-19","56","66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-20","58","70","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-21","53","57","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-22","52","60","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-23","56","66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-24","54","60","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-25","56","61","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-26","58","66","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-27","58","66","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-28","56","61","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-29","63","83","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-06-30","73","94","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-01","56","64","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-02","56","66","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-03","55","64","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-04","55","66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-05","59","75","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-06","58","72","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-07","62","76","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-08","57","67","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-09","56","65","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-10","58","65","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-11","57","63","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-12","55","62","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-13","56","64","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-14","67","81","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-15","65","69","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-16","60","68","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-17","59","65","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-18","58","62","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-19","61","72","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-20","61","69","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-21","61","69","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-22","62","71","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-23","61","70","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-24","65","82","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-25","74","93","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-26","71","87","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-27","68","82","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-28","63","76","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-29","63","80","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-30","61","77","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-07-31","63","77","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-01","62","77","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-02","56","63","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-03","55","60","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-04","57","65","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-05","62","78","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-06","64","75","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-07","58","68","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-08","60","72","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-09","54","61","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-10","57","66","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-11","61","74","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-12","60","68","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-13","61","76","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-14","61","73","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-15","63","80","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-16","61","76","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-17","58","72","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-18","56","62","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-19","59","67","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-20","58","64","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-21","62","74","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-22","59","70","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-23","59","70","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-24","61","72","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-25","59","66","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-26","61","70","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-27","62","74","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-28","61","79","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-29","61","75","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-30","65","72","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-08-31","63","70","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-01","67","89","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-02","58","64","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-03","60","75","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-04","60","75","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-05","58","68","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-06","58","72","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-07","57","65","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-08","55","64","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-09","59","70","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-10","68","90","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-11","74","91","60"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-12","69","86","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-13","61","82","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-14","62","75","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-15","62","72","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-16","63","77","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-17","64","75","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-18","63","69","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-19","61","69","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-20","60","71","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-21","60","63","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-22","61","75","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-23","63","70","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-24","64","74","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-25","60","70","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-26","60","66","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-27","58","63","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-28","60","69","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-29","57","67","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-09-30","62","70","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-01","69","80","63"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-02","76","87","66"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-03","79","90","71"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-04","80","91","73"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-05","79","93","73"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-06","77","93","68"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-07","67","84","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-08","71","90","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-09","58","69","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-10","55","62","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-11","61","79","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-12","74","85","63"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-13","71","84","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-14","59","63","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-15","59","67","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-16","58","68","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-17","61","70","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-18","63","74","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-19","61","73","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-20","58","63","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-21","57","65","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-22","60","68","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-23","62","73","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-24","60","70","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-25","58","64","54"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-26","56","62","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-27","55","64","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-28","59","70","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-29","67","78","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2014-10-30","62","72","56"
